All_Poverty,M_Poverty,F_Poverty,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,M_With,M_Without,F_With,F_Without,All_With,All_Without,Incidence_Rate,Avg_Ann_Incidence,Mortality_Rate,Avg_Ann_Deaths,falling,rising,stable,M_poverty_frac,F_poverty_frac,All_poverty_frac,M_with_frac,F_with_frac,All_with_frac,M_without_frac,F_without_frac,All_without_frac
21416,10081,11335,65903.0,69282.0,46942.0,54227.0,112669.0,45712.0,91176,13811,95909,11579,187085,25390,62.9,113.0,46.5,80.0,0.0,0.0,1.0,9602.14121748407,10545.363203334326,10079.303447464408,86845.03795708039,89227.63471271211,88050.35886574892,13154.962042919598,10772.365287287883,11949.641134251087
11064,4926,6138,33316.0,44415.0,26095.0,41750.0,46544.0,35920.0,16836,3892,20309,3338,37145,7230,71.0,39.0,53.2,29.0,0.0,0.0,1.0,23764.955615592433,25956.78098701738,24932.957746478874,81223.46584330374,85884.04448767284,83707.04225352113,18776.534156696256,14115.955512327144,16292.957746478873
107687,49166,58521,67309.0,77090.0,44597.0,54904.0,91219.0,42371.0,410336,59667,444583,52804,854919,112471,55.9,406.0,38.8,274.0,1.0,0.0,0.0,10460.784292866216,11765.687482785035,11131.70489668076,87304.97464909799,89383.71931715144,88373.76859384529,12695.025350902015,10616.280682848566,11626.231406154706
6946,3052,3894,65254.0,66945.0,48958.0,20046.0,99291.0,44286.0,39076,3389,41128,2750,80204,6139,52.2,49.0,34.4,32.0,0.0,0.0,1.0,7187.095254915813,8874.606864487898,8044.659092225195,92019.31002001649,93732.62227084188,92889.98529122223,7980.6899799835155,6267.37772915812,7110.014708777781
19082,8990,10092,53289.0,55676.0,28045.0,26822.0,35690.0,34099.0,73605,7721,74144,5868,147749,13589,59.8,80.0,37.3,50.0,0.0,1.0,0.0,11054.275385485576,12613.108033794932,11827.343837161736,90506.11120674816,92666.10008498725,91577.30974723872,9493.88879325185,7333.899915012748,8422.690252761284
11223,5076,6147,48676.0,50367.0,27083.0,24551.0,51719.0,56310.0,31352,2691,30830,2197,62182,4888,59.7,36.0,42.6,26.0,0.0,0.0,1.0,14910.554298974826,18612.0446907076,16733.263754286567,92095.29124930236,93347.86689678142,92712.09184434173,7904.708750697648,6652.133103218578,7287.908155658268
1866,755,1111,72099.0,73907.0,29525.0,47955.0,2499.0,60633.0,13171,1442,12384,1177,25555,2619,42.7,13.0,32.4,10.0,0.0,0.0,1.0,5166.632450557722,8192.611164368409,6623.127706395968,90132.07418052419,91320.6990634909,90704.19535742173,9867.92581947581,8679.300936509107,9295.804642578263
3528,1510,2018,49786.0,54669.0,6760.0,10707.0,56588.0,45793.0,8405,1570,8872,1735,17277,3305,73.0,15.0,53.0,11.0,0.0,0.0,1.0,15137.844611528822,19025.17205618931,17141.191332232047,84260.65162907269,83642.87734514942,83942.27966184045,15739.34837092732,16357.12265485057,16057.720338159555
76738,33674,43064,54659.0,60685.0,27381.0,28438.0,52180.0,39282.0,228496,32282,242959,27736,471455,60018,69.5,338.0,51.0,245.0,0.0,0.0,1.0,12912.899094248747,15908.679510149801,14438.739126917077,87620.8882651144,89753.78193169435,88707.23442206848,12379.111734885611,10246.218068305658,11292.765577931523
9092,3927,5165,49252.0,49560.0,30368.0,61055.0,58167.0,36321.0,25029,4904,25624,4458,50653,9362,57.8,38.0,38.9,25.0,0.0,0.0,1.0,13119.299769485186,17169.736054783592,15149.545946846622,83616.74406173787,85180.50661525165,84400.5665250354,16383.255938262117,14819.493384748355,15599.433474964591
41796,18624,23172,51830.0,54189.0,30184.0,26154.0,40354.0,35569.0,129832,16174,135393,12304,265225,28478,57.3,155.0,41.6,112.0,0.0,0.0,1.0,12755.64017917072,15688.8765513179,14230.702444305982,88922.3730531622,91669.43133577527,90303.81031177755,11077.626946837801,8330.56866422473,9696.189688222456
34681,15707,18974,71244.0,71644.0,47284.0,32417.0,100375.0,42753.0,178942,19692,185709,15685,364651,35377,66.2,283.0,46.1,194.0,0.0,0.0,1.0,7907.508281563076,9421.333306851247,8669.64312498125,90086.28935630355,92211.78386645083,91156.3690541662,9913.710643696446,7788.216133549163,8843.630945833791
12840,5578,7262,65983.0,66113.0,53750.0,29196.0,70606.0,83512.0,63596,6756,68239,5583,131835,12339,66.9,118.0,46.6,84.0,0.0,0.0,1.0,7928.701387309529,9837.175909620439,8905.905364351409,90396.86149647487,92437.21383869307,91441.59141037913,9603.138503525131,7562.786161306928,8558.408589620874
16192,7315,8877,81198.0,81718.0,74453.0,57016.0,83531.0,70223.0,134871,11591,140369,10100,275240,21691,72.5,242.0,49.4,163.0,0.0,0.0,1.0,4994.4695552429985,5899.554060969369,5453.118738023311,92086.00182982617,93287.6539353621,92694.93586051979,7913.998170173833,6712.346064637899,7305.064139480216
12997,5717,7280,60711.0,61054.0,37063.0,28980.0,58287.0,58080.0,53304,6948,57377,6285,110681,13233,75.0,96.0,53.3,68.0,0.0,0.0,1.0,9488.481710150701,11435.393170180014,10488.726051939248,88468.43258315077,90127.54861612893,89320.81927788627,11531.567416849233,9872.451383871068,10679.180722113724
4099,1959,2140,56032.0,56113.0,101563.0,50912.0,80640.0,75294.0,18333,2630,19593,2148,37926,4778,72.6,44.0,51.7,32.0,0.0,0.0,1.0,9345.036492868387,9843.153488799964,9598.632446609216,87454.08577016648,90120.04967572789,88811.35256650431,12545.914229833515,9879.950324272113,11188.647433495691
67959,29262,38697,85806.0,88041.0,66075.0,41925.0,96776.0,63194.0,391824,53563,426933,48157,818757,101720,50.9,580.0,34.7,402.0,1.0,0.0,0.0,6570.016637216623,8145.193542276201,7383.019890774023,87973.82950108558,89863.60479067123,88949.20785636143,12026.170498914427,10136.395209328759,11050.79214363857
27881,12238,15643,78621.0,81262.0,65759.0,66944.0,106429.0,66202.0,192963,16726,213627,12770,406590,29496,65.1,342.0,44.2,232.0,0.0,0.0,1.0,5836.262274129783,6909.543854379696,6393.463674596294,92023.42516774843,94359.46589398269,93236.19653004223,7976.574832251572,5640.534106017306,6763.80346995776
66802,28813,37989,62185.0,71426.0,41664.0,30750.0,77749.0,37766.0,212875,31229,239130,23082,452005,54311,71.9,406.0,48.9,275.0,0.0,0.0,1.0,11803.575525185986,14487.895290833372,13193.73671778099,87206.68239766656,91197.19921285067,89273.29967846167,12793.31760233343,8802.80078714933,10726.700321538328
25760,11633,14127,49984.0,54392.0,41547.0,40625.0,52778.0,38793.0,59423,10828,66601,8609,126024,19437,73.4,122.0,50.7,84.0,0.0,0.0,1.0,16559.194886905523,18783.406461906663,17709.21415362193,84586.69627478613,88553.38385852946,86637.65545403922,15413.303725213875,11446.61614147055,13362.344545960772
133788,57543,76245,53976.0,80333.0,37254.0,32631.0,105597.0,41603.0,303430,68533,350254,57907,653684,126440,50.9,399.0,37.1,289.0,1.0,0.0,0.0,15470.087078553513,18680.128674714146,17149.58134860612,81575.31797517496,85812.70626051974,83792.32019525101,18424.68202482505,14187.293739480252,16207.67980474899
23200,9915,13285,76727.0,80139.0,57980.0,46427.0,105435.0,51147.0,128535,11903,138803,9679,267338,21582,80.5,250.0,55.5,172.0,0.0,0.0,1.0,7060.054970876828,8947.212456728763,8029.904471826112,91524.37374499779,93481.36474454816,92530.11214176935,8475.626255002207,6518.635255451839,7469.887858230652
114900,50273,64627,59741.0,61384.0,42537.0,42708.0,94360.0,42715.0,258423,69020,272486,59125,530909,128145,48.8,279.0,36.5,206.0,1.0,0.0,0.0,15353.206512278472,19488.79862248237,17434.07975674224,78921.52221913432,82170.37432413279,80556.2214932312,21078.47778086568,17829.625675867206,19443.778506768795
40354,18218,22136,72804.0,82536.0,42170.0,26384.0,130621.0,46585.0,154154,21815,171281,15938,325435,37753,59.1,235.0,38.2,152.0,1.0,0.0,0.0,10352.95989634538,11823.58628130692,11111.049924556979,87602.93006154493,91486.97514675326,89605.10809828519,12397.069938455068,8513.024853246732,10394.891901714815
70908,31792,39116,79593.0,73145.0,64822.0,66713.0,111242.0,54324.0,350206,51055,376132,43310,726338,94365,53.4,459.0,37.0,319.0,0.0,0.0,1.0,7923.022671029579,9325.723222757855,8639.909930876334,87276.36127109289,89674.37691027603,88501.93066188377,12723.638728907119,10325.623089723966,11498.069338116225
46492,20092,26400,85242.0,89948.0,44668.0,28346.0,117334.0,54291.0,273118,31154,295155,25547,568273,56701,63.9,475.0,42.8,317.0,0.0,0.0,1.0,6603.302308460851,8231.941179038486,7439.029463625686,89761.13477414944,92034.03782951151,90927.46258244343,10238.865225850555,7965.962170488491,9072.53741755657
22068,9710,12358,100214.0,100722.0,77681.0,73750.0,121340.0,67771.0,222190,19830,235146,17038,457336,36868,49.6,287.0,34.8,201.0,1.0,0.0,0.0,4012.065118585241,4900.3901912889005,4465.36248189007,91806.46227584497,93243.82197125908,92539.92278492282,8193.537724155029,6756.178028740919,7460.077215077175
64795,29231,35564,61994.0,62147.0,53237.0,25474.0,90000.0,54902.0,251605,26431,277128,22954,528733,49385,71.4,645.0,47.7,442.0,1.0,0.0,0.0,10513.386755671927,11851.427276544411,11207.91949048464,90493.6770777885,92350.7574596277,91457.62629774545,9506.322922211511,7649.242540372299,8542.373702254557
83203,37009,46194,59739.0,72024.0,33682.0,51691.0,94406.0,40260.0,199460,45684,221524,37168,420984,82852,53.8,276.0,39.3,202.0,1.0,0.0,0.0,15096.841040368112,17856.75629706369,16513.905318397257,81364.42254348464,85632.3349775022,83555.76020768663,18635.577456515355,14367.665022497797,16444.239792313372
8602,3826,4776,61831.0,67079.0,32740.0,22083.0,82500.0,46838.0,27515,3442,30248,2723,57763,6165,72.8,62.0,48.1,41.0,1.0,0.0,0.0,12359.078722098395,14485.456916684358,13455.762733074707,88881.35155215299,91741.22713900094,90356.33838067825,11118.648447847014,8258.772860999059,9643.661619321738
16479,7340,9139,100667.0,99241.0,76791.0,45729.0,141242.0,70111.0,145888,13951,155658,12324,301546,26275,48.7,171.0,35.3,122.0,1.0,0.0,0.0,4592.120821576712,5440.463859223012,5026.82866564375,91271.84229130563,92663.49966067793,91984.95520421206,8728.157708694374,7336.50033932207,8015.044795787946
8237,3862,4375,86565.0,85990.0,95813.0,110469.0,116856.0,77520.0,65217,6547,67862,4954,133079,11501,64.2,106.0,45.2,74.0,1.0,0.0,0.0,5381.528342901734,6008.2948802461,5697.191866094896,90877.04141352209,93196.55020874534,92045.23447226449,9122.9585864779,6803.449791254669,7954.765527735509
59034,24322,34712,69594.0,81376.0,53858.0,25652.0,114138.0,50100.0,220599,44217,241572,37837,462171,82054,47.9,274.0,35.8,207.0,1.0,0.0,0.0,9184.490363120052,12423.365031190835,10847.351738711011,83302.74605764002,86458.20284958609,84922.78010014241,16697.253942359977,13541.79715041391,15077.219899857597
8394,3681,4713,70471.0,71885.0,71548.0,30409.0,62639.0,51948.0,46651,4979,50057,4518,96708,9497,65.4,85.0,45.6,59.0,1.0,0.0,0.0,7129.575828006973,8635.822262940907,7903.582693846805,90356.38194847957,91721.48419606047,91057.85979944447,9643.618051520434,8278.515803939534,8942.140200555528
128917,59967,68950,47725.0,51836.0,32761.0,32872.0,60831.0,38967.0,272940,52028,296915,44601,569855,96629,39.4,277.0,31.2,216.0,1.0,0.0,0.0,18453.201545998374,20189.390833811594,19342.849940883803,83989.80822727161,86940.28976680448,85501.67745962394,16010.19177272839,13059.710233195518,14498.322540376063
14013,6312,7701,40630.0,42455.0,30256.0,35536.0,58799.0,34665.0,26078,5891,27592,5260,53670,11151,47.5,36.0,40.9,31.0,1.0,0.0,0.0,19744.127123150553,23441.495190551563,21617.994168556488,81572.77362444867,83988.7982466821,82797.24163465544,18427.226375551316,16011.201753317911,17202.758365344565
10338,4527,5811,41084.0,46239.0,29976.0,30000.0,38988.0,31586.0,19743,4372,20736,3137,40479,7509,46.8,21.0,36.7,17.0,0.0,0.0,1.0,18772.54820651047,24341.306077996065,21542.885721430357,81870.20526643169,86859.63222050015,84352.33808452112,18129.79473356832,13140.367779499853,15647.66191547887
58846,27487,31359,38853.0,39110.0,50718.0,33913.0,41006.0,30930.0,83656,18726,90314,17907,173970,36633,42.6,92.0,33.8,72.0,0.0,0.0,1.0,26847.492723330273,28976.81595993384,27941.672245884434,81709.67552890156,83453.30388741556,82605.66088802154,18290.324471098436,16546.696112584432,17394.339111978465
6237,2460,3777,56618.0,57248.0,61544.0,70714.0,97554.0,47952.0,23842,4068,23388,3791,47230,7859,47.3,29.0,38.3,24.0,0.0,0.0,1.0,8814.04514510928,13896.758526803782,11321.679464139846,85424.57900394124,86051.7311159351,85733.99408230318,14575.420996058761,13948.268884064904,14266.005917696817
14387,6638,7749,39775.0,42728.0,36168.0,28958.0,37986.0,25018.0,24419,4996,26535,4567,50954,9563,58.5,45.0,43.2,33.0,0.0,0.0,1.0,22566.717661057282,24914.796476110863,23773.48513640795,83015.46829848718,85316.05684521896,84197.8287092883,16984.531701512835,14683.943154781044,15802.1712907117
9413,4770,4643,36098.0,35374.0,38750.0,32195.0,71169.0,37923.0,15072,4355,16670,3586,31742,7941,34.8,16.0,30.3,14.0,0.0,0.0,1.0,24553.456529572246,22921.603475513428,23720.484842375827,77582.74566325218,82296.60347551343,79988.91212861931,22417.254336747825,17703.396524486572,20011.087871380692
19305,8939,10366,58982.0,61358.0,71012.0,39332.0,66307.0,56246.0,57383,9182,61538,7749,118921,16931,40.4,58.0,30.9,42.0,0.0,0.0,1.0,13428.979193269735,14960.95948734972,14210.317109795957,86205.96409524525,88816.0838252486,87537.17280570032,13794.03590475475,11183.916174751395,12462.82719429968
22477,10373,12104,54315.0,56387.0,47440.0,42159.0,59716.0,43876.0,56164,13908,63236,11977,119400,25885,31.7,59.0,23.0,42.0,0.0,0.0,1.0,14803.345130722686,16092.962652732906,15470.970850397494,80151.84381778742,84075.89113584088,82183.29490312145,19848.15618221258,15924.108864159123,17816.705096878548
17604,8399,9205,41703.0,43699.0,43244.0,42500.0,72625.0,34760.0,30560,6254,33613,4273,64173,10527,50.8,42.0,41.9,34.0,0.0,0.0,1.0,22814.690063562775,24296.573932323285,23566.265060240967,83011.89764763405,88721.42744021538,85907.63052208835,16988.102352365946,11278.572559784616,14092.369477911645
39349,17368,21981,59887.0,65120.0,32328.0,32083.0,60174.0,32917.0,136092,11096,149544,7079,285636,18175,73.0,258.0,51.2,181.0,0.0,0.0,1.0,11799.874989808952,14034.33723016415,12951.802271807144,92461.34195722478,95480.22959590865,94017.6622966252,7538.658042775226,4519.770404091353,5982.337703374796
7285,3424,3861,42776.0,43010.0,40625.0,31313.0,29250.0,18333.0,21718,2411,21566,1902,43284,4313,76.9,46.0,50.7,30.0,0.0,0.0,1.0,14190.393302664845,16452.190216464973,15305.586486543269,90007.874342078,91895.34685529232,90938.50452759628,9992.125657922003,8104.653144707687,9061.495472403723
427574,181112,246462,34299.0,41539.0,36712.0,29889.0,47819.0,27906.0,546151,112171,667792,79977,1213943,192148,50.4,641.0,34.5,438.0,0.0,0.0,1.0,27511.157154097844,32959.643954215804,30408.700432617803,82961.07376025715,89304.58470463472,86334.59712067,17038.92623974286,10695.41529536528,13665.402879330002
33615,15839,17776,46261.0,48347.0,21355.0,26042.0,38906.0,25137.0,87879,8190,93618,5438,181497,13628,61.7,160.0,42.1,111.0,0.0,0.0,1.0,16487.10822429712,17945.404619609108,17227.418321588724,91474.87743184586,94510.17606202552,93015.7591287636,8525.12256815414,5489.823937974479,6984.240871236387
13954,6444,7510,42601.0,43225.0,58194.0,30379.0,49688.0,37292.0,34324,4389,35911,3604,70235,7993,75.8,77.0,50.9,52.0,0.0,0.0,1.0,16645.571255133935,19005.440971782868,17837.602904330928,88662.72311626586,90879.41288118437,89782.43084317635,11337.276883734146,9120.58711881564,10217.569156823643
9010,4089,4921,52082.0,52488.0,50000.0,37000.0,48304.0,41250.0,34015,3875,35593,2514,69608,6389,77.7,79.0,49.5,51.0,0.0,0.0,1.0,10791.765637371338,12913.637914293962,11855.73114728213,89773.02718395354,93402.78688954785,91593.08920088952,10226.972816046451,6597.213110452148,8406.91079911049
23894,10816,13078,42993.0,43717.0,20513.0,14083.0,25781.0,23974.0,58267,5797,61793,4155,120060,9952,67.9,122.0,49.4,90.0,0.0,0.0,1.0,16883.116883116883,19830.775762722144,18378.30354121158,90951.23626373627,93699.58148844544,92345.32197027966,9048.763736263736,6300.418511554558,7654.678029720334
13044,5401,7643,50320.0,51240.0,23077.0,28788.0,84438.0,25938.0,37175,2867,41183,2753,78358,5620,77.0,88.0,56.2,66.0,0.0,0.0,1.0,13488.337245891813,17395.757465404226,15532.639500821644,92840.01798111983,93734.06773488711,93307.77108290266,7159.982018880176,6265.932265112891,6692.228917097335
26229,11831,14398,71904.0,74963.0,44829.0,31979.0,100797.0,53392.0,128932,12845,138223,9320,267155,22165,64.7,226.0,44.0,151.0,0.0,0.0,1.0,8344.79499495687,9758.511078126376,9065.740356698465,90939.99731973451,93683.1974407461,92338.93266970829,9060.002680265487,6316.802559253912,7661.0673302917185
134715,59086,75629,51247.0,57499.0,25819.0,31056.0,46587.0,26909.0,407808,30636,449962,21593,857770,52229,76.2,886.0,52.6,620.0,0.0,0.0,1.0,13476.29343770242,16038.21399412582,14803.862421826838,93012.56260776747,95420.8946994518,94260.54314345401,6987.437392232531,4579.105300548186,5739.456856545997
5813,2342,3471,50278.0,50700.0,38516.0,65625.0,93851.0,38152.0,20501,1739,21459,1697,41960,3436,72.7,51.0,54.1,38.0,0.0,0.0,1.0,10530.575539568346,14989.6355156331,12805.092959732134,92180.75539568346,92671.44584556918,92431.05119393779,7819.244604316547,7328.554154430818,7568.948806062208
16938,7850,9088,49505.0,50171.0,48918.0,44192.0,52813.0,40511.0,45675,4905,52114,3727,97789,8632,79.6,88.0,50.4,56.0,0.0,0.0,1.0,15519.968366943456,16274.780179438048,15916.031610302478,90302.49110320285,93325.69259146505,91888.81893611223,9697.508896797151,6674.307408534948,8111.181063887767
597404,265335,332069,48201.0,58330.0,41053.0,28333.0,50761.0,36466.0,1049003,174172,1225395,136478,2274398,310650,49.3,1218.0,33.4,824.0,0.0,0.0,1.0,21692.31712551352,24383.257469675955,23109.977068124073,85760.66384613812,89978.65439728962,87982.81501929558,14239.336153861876,10021.345602710386,12017.18498070442
110192,48774,61418,52553.0,59131.0,26950.0,23293.0,54429.0,29340.0,332340,26459,364808,18562,697148,45021,65.2,569.0,46.4,405.0,1.0,0.0,0.0,13593.68337146982,16020.554555651199,14847.292193556994,92625.67621425923,95158.20225891436,93933.8614250932,7374.323785740763,4841.797741085635,6066.138574906794
10053,4433,5620,43764.0,45668.0,37534.0,57917.0,30982.0,24149.0,21624,2545,23046,1810,44670,4355,81.1,53.0,50.7,34.0,0.0,0.0,1.0,18341.677355289834,22610.234953331186,20505.86435492096,89469.98220861434,92718.05600257483,91116.77715451301,10530.01779138566,7281.943997425169,8883.222845486996
82146,35207,46939,99465.0,103536.0,82121.0,41648.0,118893.0,72728.0,595139,56534,648611,44182,1243750,100716,58.4,992.0,34.8,605.0,0.0,0.0,1.0,5402.556189990993,6775.328272658644,6109.935096908363,91324.7901938549,93622.6260946632,92508.84737881062,8675.209806145107,6377.373905336803,7491.152621189379
283590,123922,159668,72871.0,100221.0,32787.0,31056.0,70702.0,33044.0,681115,82373,793398,61737,1474513,144110,50.4,892.0,32.2,573.0,0.0,0.0,1.0,16231.03441049499,18671.67172434762,17520.44793630141,89210.96336812104,92780.43817642829,91096.75322789804,10789.036631878955,7219.5618235717175,8903.246772101966
28816,12569,16247,49449.0,52411.0,24420.0,33529.0,37708.0,30986.0,95704,7556,103074,5711,198778,13267,80.1,227.0,56.3,159.0,0.0,0.0,1.0,12172.186713151268,14934.96346003585,13589.568252021978,92682.548905675,94750.19533943098,93743.30920323516,7317.451094325004,5249.804660569012,6256.6907967648385
37760,17386,20374,48246.0,50770.0,25648.0,16204.0,36607.0,21486.0,101852,8753,109110,6067,210962,14820,79.9,245.0,53.0,164.0,0.0,0.0,1.0,15719.000045205914,17689.295605893538,16724.09669504212,92086.25288187695,94732.45526450593,93436.14637127849,7913.74711812305,5267.544735494065,6563.853628721509
69487,31279,38208,55092.0,60251.0,28516.0,42207.0,44679.0,34088.0,205440,17840,226524,13226,431964,31066,78.2,432.0,52.4,289.0,1.0,0.0,0.0,14008.867789322823,15936.60062565172,15007.018983651169,92010.03224650663,94483.42022940563,93290.71550439496,7989.967753493371,5516.579770594369,6709.284495605037
46731,21428,25303,70848.0,74883.0,61972.0,75568.0,105750.0,59298.0,163553,16726,173191,12204,336744,28930,67.8,248.0,46.5,167.0,0.0,0.0,1.0,11886.021111721277,13648.156638528548,12779.415544993628,90722.15843220786,93417.29820113811,92088.58163282048,9277.841567792144,6582.70179886189,7911.41836717951
5212,2693,2519,96148.0,97347.0,85257.0,55072.0,125685.0,81429.0,45157,4059,46074,3540,91231,7599,69.0,77.0,45.2,49.0,0.0,0.0,1.0,5471.7977893368015,5077.195952755271,5273.702317110189,91752.68205461638,92864.9171604789,92311.03915815035,8247.317945383616,7135.082839521104,7688.96084184964
343834,148985,194849,57720.0,60915.0,59062.0,48106.0,56151.0,50585.0,908912,199532,1019688,158193,1928600,357725,47.8,1161.0,30.4,740.0,1.0,0.0,0.0,13440.913568930862,16542.33322381463,15038.719342175764,81998.9101840057,86569.69592004626,84353.71174264376,18001.08981599431,13430.304079953748,15646.288257356238
58470,26399,32071,73197.0,78239.0,46455.0,56125.0,72381.0,56238.0,207045,19813,227781,13987,434826,33800,66.4,344.0,45.6,233.0,0.0,0.0,1.0,11636.794823193364,13265.196386618578,12476.900556093771,91266.34282238228,94214.70169749511,92787.42536692372,8733.657177617717,5785.298302504881,7212.57463307627
46118,21825,24293,84855.0,87250.0,74939.0,69390.0,112984.0,58658.0,140580,15354,149776,12368,290356,27722,50.2,177.0,32.9,116.0,0.0,0.0,1.0,13996.306129516333,14982.361357805406,14498.95937474456,90153.52649197738,92372.21235445037,91284.52769446488,9846.473508022626,7627.787645549634,8715.47230553512
19028,8584,10444,58114.0,62266.0,27507.0,48182.0,63698.0,28836.0,68218,6160,74298,4396,142516,10556,70.9,135.0,49.4,94.0,0.0,0.0,1.0,11541.047083815107,13271.659847002313,12430.751541758127,91717.98112345049,94413.80537270948,93103.89881885648,8282.018876549517,5586.194627290518,6896.101181143515
15888,7157,8731,47280.0,47089.0,37656.0,48214.0,97540.0,48036.0,43195,5104,45215,3995,88410,9099,80.0,104.0,60.0,78.0,0.0,0.0,1.0,14818.112176235532,17742.328794960373,16293.880564870935,89432.49342636493,91881.73135541557,90668.55367196874,10567.506573635064,8118.268644584434,9331.44632803126
103269,45309,57960,88663.0,91451.0,69805.0,53750.0,96420.0,74070.0,658711,72441,702061,52982,1360772,125423,69.7,1195.0,43.8,751.0,0.0,0.0,1.0,6196.933059062958,7676.383994024181,6948.549820178375,90092.21064840142,92982.91620477245,91560.79787645633,9907.789351598572,7017.083795227556,8439.20212354368
12868,6015,6853,50710.0,52599.0,30252.0,60313.0,75125.0,39007.0,32306,4817,33861,3063,66167,7880,71.9,71.0,51.6,51.0,0.0,0.0,1.0,16202.89308514937,18559.74433972484,17378.151714451633,87024.21679282386,91704.58238544036,89358.1103893473,12975.783207176144,8295.417614559636,10641.889610652694
18547,8362,10185,52624.0,57433.0,26136.0,33264.0,24722.0,31069.0,47132,3403,50126,2334,97258,5737,57.6,54.0,42.6,40.0,0.0,0.0,1.0,16546.947660037597,19414.792222645825,18007.67027525608,93266.05323043435,95550.89592070149,94429.82669061604,6733.946769565648,4449.104079298513,5570.173309383951
22290,10453,11837,58918.0,60842.0,35326.0,35050.0,54333.0,42773.0,77152,9528,83276,7023,160428,16551,71.5,164.0,48.3,111.0,0.0,0.0,1.0,12059.298569450853,13108.672299803984,12594.714627159154,89007.84494693123,92222.50523261608,90648.04298815114,10992.155053068758,7777.494767383913,9351.957011848863
7685,3218,4467,56798.0,57422.0,26500.0,43750.0,65313.0,50515.0,28599,3065,30686,2238,59285,5303,71.2,66.0,45.8,42.0,0.0,1.0,0.0,10162.961091460333,13567.610253918114,11898.495076484796,90320.23749368367,93202.52703195237,91789.496500898,9679.762506316321,6797.472968047624,8210.503499102
90752,39737,51015,83958.0,98072.0,52543.0,53778.0,119372.0,52738.0,407309,52745,455397,38864,862706,91609,53.2,615.0,33.9,397.0,0.0,0.0,1.0,8637.464297669405,10321.46983071697,9509.648281751834,88535.04153860199,92136.94788785682,90400.54908494574,11464.95846139801,7863.052112143179,9599.450915054254
17713,8327,9386,44103.0,47434.0,22473.0,41458.0,79563.0,40595.0,44827,6106,47505,4170,92332,10276,70.4,90.0,53.5,69.0,0.0,0.0,1.0,16348.928985137338,18163.522012578618,17262.786527366286,88011.70164726209,91930.33381712627,89985.18634024636,11988.298352737911,8069.666182873731,10014.813659753625
19266,8329,10937,40544.0,41424.0,25797.0,18155.0,77784.0,30833.0,41075,6662,43352,5542,84427,12204,79.2,103.0,60.0,78.0,0.0,0.0,1.0,17447.682091459454,22368.797807501942,19937.701151804285,86044.36810021577,88665.27590297378,87370.51256843042,13955.631899784235,11334.724097026221,12629.48743156958
50312,21472,28840,57540.0,59769.0,39487.0,36496.0,74183.0,38868.0,163145,17748,173128,15304,336273,33052,75.0,285.0,58.5,221.0,0.0,0.0,1.0,11870.00049753169,15305.256007472193,13622.690042645367,90188.67507310951,91878.23724208203,91050.70060245042,9811.324926890482,8121.762757917976,8949.299397549585
24419,10932,13487,43625.0,45869.0,27147.0,31300.0,72000.0,31310.0,58470,6984,63812,5794,122282,12778,76.8,139.0,60.7,112.0,0.0,0.0,1.0,16701.80584838207,19376.203200873486,18080.11254257367,89329.91108259236,91676.00494210269,90539.0196949504,10670.088917407646,8323.995057897308,9460.980305049607
21127,9318,11809,60805.0,61086.0,52860.0,59833.0,91012.0,51955.0,88894,9365,92534,8239,181428,17604,85.3,181.0,61.3,127.0,1.0,0.0,0.0,9483.100784660946,11718.416639377612,10614.875999839222,90469.06644683947,91824.19894217697,91155.19112504522,9530.933553160525,8175.801057823028,8844.80887495478
231823,101682,130141,44190.0,54296.0,26595.0,32750.0,64478.0,33026.0,526859,66437,601157,53215,1128016,119652,68.7,1108.0,51.1,838.0,1.0,0.0,0.0,17138.494107494404,19887.923077393287,18580.503787866644,88802.04821876434,91867.77551606731,90409.94880048218,11197.951781235673,8132.224483932686,9590.05119951782
8285,3705,4580,91955.0,91973.0,67478.0,91313.0,120546.0,82313.0,86544,4668,89842,3441,176386,8109,61.0,94.0,44.1,66.0,0.0,0.0,1.0,4061.9655308512038,4909.790637093576,4490.636602617957,94882.25233521905,96311.22498204389,95604.75893655655,5117.74766478095,3688.775017956112,4395.241063443454
15110,6752,8358,60567.0,60323.0,67900.0,83784.0,71591.0,46855.0,66091,5886,69770,4743,135861,10629,73.6,117.0,54.3,86.0,1.0,0.0,0.0,9380.774414048932,11216.834646303329,10314.697248958973,91822.38770718424,93634.66777609276,92744.2146221585,8177.61229281576,6365.332223907237,7255.785377841491
208422,95908,112514,52341.0,59586.0,32571.0,22340.0,68486.0,37220.0,511117,77423,557121,62162,1068238,139585,70.3,736.0,53.5,553.0,0.0,0.0,1.0,16295.918714106092,18168.430265322964,17256.005225931283,86844.90433955211,89962.2628103791,88443.25700040486,13155.095660447889,10037.7371896209,11556.742999595139
21065,9574,11491,60113.0,61720.0,37255.0,80357.0,66706.0,55721.0,71331,6600,77789,4516,149120,11116,60.9,113.0,43.5,81.0,0.0,0.0,1.0,12285.22667487906,13961.484721462852,13146.234304401009,91530.9697039689,94513.0915497236,93062.73246960733,8469.030296031106,5486.908450276411,6937.267530392671
