Date,Open,High,Low,Close,Volume
2020-10-05,1018.049988,1054.900024,1018.049988,1048.699951,14212509.0
2020-10-06,1055.0,1060.0,1031.349976,1055.75,9090819.0
2020-10-07,1044.900024,1072.0,1035.5,1066.550049,9284008.0
2020-10-08,1090.0,1124.0,1088.400024,1093.699951,21482613.0
2020-10-09,1095.099976,1113.300049,1088.449951,1106.800049,10567867.0
2020-10-12,1123.0,1140.0,1112.099976,1132.099976,14633537.0
2020-10-13,1135.550049,1166.050049,1135.550049,1157.800049,17523825.0
2020-10-14,1162.0,1164.900024,1131.099976,1137.0,16649573.0
2020-10-15,1180.0,1186.0,1092.5,1108.25,44288251.0
2020-10-16,1113.849976,1135.949951,1096.900024,1127.5,18365685.0
2020-10-19,1135.0,1139.0,1115.300049,1125.900024,12902123.0
2020-10-20,1118.900024,1144.699951,1110.0,1137.5,10448776.0
2020-10-21,1141.150024,1154.349976,1135.0,1148.349976,19811433.0
2020-10-22,1142.0,1158.0,1123.800049,1129.050049,11271335.0
2020-10-23,1133.0,1135.0,1120.150024,1122.5,9069862.0
2020-10-26,1122.25,1129.599976,1103.150024,1112.449951,6309368.0
2020-10-27,1105.699951,1109.699951,1077.150024,1090.849976,10172479.0
2020-10-28,1095.5,1104.75,1070.050049,1076.550049,7608392.0
2020-10-29,1070.0,1082.0,1060.099976,1074.849976,6935616.0
2020-10-30,1072.0,1083.599976,1052.349976,1060.599976,8800386.0
2020-11-02,1065.0,1079.949951,1051.099976,1072.300049,7183119.0
2020-11-03,1072.0,1079.400024,1057.5,1062.550049,7204782.0
2020-11-04,1068.0,1116.0,1066.800049,1093.949951,15702690.0
2020-11-05,1109.900024,1123.0,1099.0,1104.0,9568890.0
2020-11-06,1108.0,1121.099976,1091.699951,1112.75,8807127.0
2020-11-09,1129.300049,1146.0,1121.150024,1136.550049,10160320.0
2020-11-10,1113.849976,1113.849976,1078.0,1091.050049,15622869.0
2020-11-11,1096.0,1126.349976,1087.0,1122.5,12514800.0
2020-11-12,1128.099976,1142.0,1113.75,1117.75,9180976.0
2020-11-13,1120.0,1133.0,1117.0,1124.199951,6363212.0
2020-11-17,1144.75,1145.0,1112.650024,1123.699951,12813968.0
2020-11-18,1128.5,1132.699951,1101.449951,1110.550049,9839468.0
2020-11-19,1100.0,1114.699951,1093.800049,1096.75,10092343.0
2020-11-20,1106.0,1109.0,1091.099976,1103.349976,8063554.0
2020-11-23,1105.0,1144.800049,1101.949951,1139.849976,10546363.0
